Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS_AND_MAINTENANCE_AGREEMENT,OPERATIONS AND MAINTENANCE AGREEMENT,"Pi?¡Àon Gathering Company, LLC (""Owner""); SandRidge Midstream, Inc. (""Operator"")",6/30/09,6/30/09,6/30/29,,,Texas,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES_AGREEMENT,SERVICES AGREEMENT,"Idan Maimon (""Maimon""); Intellisense Solutions Inc. (""Company"")",19/1/04,19/1/04,20/1/04,,,New York,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY_AGREEMENT,SUPPLY AGREEMENT,"Integra LifeSciences Corporation (""Integra""); PcoMed, LLC (""PcoMed"")",5/15/13,5/15/13,,,,New Jersey,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET_INVESTMENT_INCOME_MAINTENANCE_AGREEMENT,"RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,","Advantus Capital  Management, Inc. (""Investment Adviser???); Securian Financial Services, Inc. (???Underwriter???); Securian Funds Trust (???Trust???); 
Trust???s Advantus Money Market Fund (???Fund???)",12/1/05,12/1/05,13/1/05,sucessive 1 year,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration_Agreement,Collaboration Agreement,"Didi Chuxing Technology Co., Ltd. (""Party A""); Hunan Ruixi Financial Leasing Co., Ltd (""Party B""); Party A and Party B (individually referred to as a ???Party??? and collectively as the ???Parties???)",12/17/18,12/17/18,12/17/19,,,China,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.J4-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT,Unconditional Capital Maintenance Agreement,"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",3/30/11,3/30/11,perpetual,,,New York,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE_LICENSE_AND_MAINTENANCE_AGREEMENT,SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"SFG Financial Corp (""E-Path FX"", ""Licensor""); 551 FX IB Associates, LLC (""Licensee"")",4/27/09,,,7 years,,New York,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic_Alliance_Agreement",Strategic Alliance Agreement,"Bravatek Solutions (""Bravatek""); Sibannac Inc. (""COMPANY"")",11/30/17,,11/30/18,12 months,90 days,Texas,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING_AGREEMENT,CONSULTING AGREEMENT,"Slinger Bag Inc. (the ""Company""); Aitan Zacharin ( the ""Consultant"")",04/30/[],04/30/[],4/30/[][],,,New York,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.BII.3-Maintenance_and_support_contract_for_SICAPR_modules,Maintenance and support contract,EuroTel; Sicap Ltd,,10/6/00,2/6/10,successive 1 year,6 weeks,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET_MAINTENANCE_AGREEMENT,??  FLEET MAINTENANCE AGREEMENT,"DAIRY CREST LIMITED (""DCL""); SEV GROUP LIMITED (""SEV"")",10/13/05,10/16/05,10/16/10,,,England; Wales,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1_UNDR_AGMT-SERVICES_AGREEMENT",Services Agreement,"StartEngine Crowdfunding, Inc. (""Company""); Solutions Vending International, Inc (""Customer"", ""you"")",8/19/19,8/19/19,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"HEALTHCARE CAPITAL CORP. (""Issue""); C.M. OLIVER & COMPANY LIMITED (""Sponsor"")",3/13/96,,perpetual,,,"British Columbia,Canada",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE_LICENSE_AND_MAINTENANCE_AGREEMENT,SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"GARMAN ROUTING SYSTEMS, INC. (""GARMAN""); SPARKLING SPRING WATER GROUP LIMITED (""SPARKLING"")",05/[]/2000,,perpetual,successive 1 year,,"Nova Scotia, Canada",No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING_AGREEMENT,CONSULTING AGREEMENT,"GROUPE PARAMEUS CORP (""Consultant""); Sphere 3D Corp. (""Company"")",20/1/06,20/1/06,21/1/06,1 month,5 days,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS_AND_MAINTENANCE_AGREEMENT",OPERATIONS AND MAINTENANCE AGREEMENT,"Solar Tax Partners 1, LLC (""Owner""); Solar Power, Inc. (""Service Provider""); (Owner and Service Provider are sometimes hereinafter referred to individually as a ???Party??? and collectively as  the ???Parties"")",9/11/12,9/11/12,19/11/12,successive 1 year,30 days,California,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation_Agreement_of_50MWp_Photovoltaic_Grid-connected_Power_Generation_Project_in_Yangqiao_of~1",Cooperation Agreement,"People???s Government of Fenyi County (""Party A""); Xinyu Xinwei New Energy Co., Ltd. (""Party B"")",6/25/14,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION_AGREEMENT",Cooperation Agreement,"Sp??k Holdings, Inc. (""Company""); White Hat Strategic Partners LP; White Hat SP GP LLC; White Hat Capital Partners LP; White Hat Capital Partners GP LLC; (collectively the ""White Hat Parties""); each of the Company and White Hat Parties a ""Party""' collectively ""Parties""",6/18/20,,perpetual,,,Delaware,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,"SPORT-HALEY, INC. (""Company""); __________ (""Professional"")",[]/[]/19[],[]/[]/19[],,,,Colorado,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,UBS ONCOLOGY IMPACT FUND L.P.; ONCOLOGY IMPACT FUND (CAYMAN) MANAGEMENT L.P.; MPM ONCOLOGY IMPACT MANAGEMENT LP; MPM ONCOLOGY IMPACT MANAGEMENT GP LLC,20/7/04,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP_AGREEMENT,Sponsorship Agreement,"Intuit Inc. (""Intuit""); Stamps.com Inc. (""Client"")",5/14/99,5/14/99,,,,California,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION_AND_MAINTENANCE_AGREEMENT,CONSTRUCTION AND MAINTENANCE AGREEMENT,"ABS Telecom plc; AT&T Corp.; BARAK I.T.C; BC TEL; Belgacom S.A.; BellSouth International, Inc.; British Telecommunications pIc; Cable & Wireless Global Network Organisation Limited; Cable & Wireless, Inc.; Carrier 1 AG; COMPANHIA PORTUGUESA RADIO MARCONI, SA.; Com Tech International Corporation; CYPRUS TELECOMMUNICATIONS AUTHORITY; Deutsche Telekom AG; Energis Communications Limited; Emirates Telecommunications Corporation - ETISALAT; France Telecom; GTE Intelligent Network Services Incorporated; Hellenic Telecommunications Organisation S.A.; IXC Communications, Inc.; IXNET Limited; Japan Telecom Co., Ltd.; Kokusai Denshin Denwa Americas Inc.; KPN Telecom B.V; MCI International Inc.; NTT Worldwide Network Corporation; OY FINNET International AB; Pacific Gateway Exchange; Pacific Gateway Exchange Inc.; Rostelecom; RSL Communications Limited; Singapore Telecommunications Limited; Slovenske Telecomunicatie s.e.; Sonera Ltd.; Sprint Communications Company L.P. ; STAR Telecommunications Inc.; StarHub; STARTEC GLOBAL COMMUNICATIONS CORPORATION; Swisscom Ltd; Swisscom North America Inc.; Tele 2 AB; TeleBermuda International Limited; Tele Danmark A/S; Telef6nica de Espana, S.A.; Teleglobe USA; Telenor Global Services AS; Telesur; TELIA AB (publ); Telia North America Inc.; Transoceanic Communications Incorporated; Turk Telekomunikasyon A.S.; Ultrallne (Bermuda) Limited; VIATEL; Videsh Sanchar Nigam Limited 
(hereinafter  collectively  called  ""Parties""  and  individually  called ""Party"")",9/2/98,9/2/98,23/2/09,,,Switzerland,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION_AGREEMENT,  COOPERATION AGREEMENT,"City of Fort Stockton (""COFS""); STW resources Holding Corp (""STW""); individually referred to as a ""Party, collectively referred to as ""Parties""",[]/[]/2014,[]/[]/2014,[]/[]/2044,successive 1 year,60 days,Texas,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT is,"R-Tech Ueno, Ltd. (""Company""); Sucampo Pharma, LLC. (""Acquiror""); Sucampo Pharmaceuticals, Inc. (""SPI""); (???SPI,??? and, together with the Company and Acquiror, collectively, the ???Parties???)",8/26/15,,,,,Japan,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE_LICENSE_AND_MAINTENANCE_AGREEMENT,Software license and maintenance agreement,"D2 Technologies, Inc. (""D2""); Summa Four Inc. (""LICENSEE"")",8/4/97,8/4/97,perpetual,,,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE_AGREEMENT,MAINTENANCE AGREEMENT,"THAYER EQUITY INVESTORS IV, L.P. (""Investor""); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, the ""Agent""); (Investor and Agent collectively and together with their respective successors and assigns, the ""Lenders""); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, the ""Borrowers"")",3/28/06,,,,,Minnesota,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING_AGREEMENT,OUTSOURCING AGREEMENT,"Sykes HealthPlan Services, Inc. (""SHPS""); HealthPlan Services, Inc. (""HFS"")",1/1/98,1/1/98,12/31/98,successive 1 year,90 days,Florida,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller_Agreement,FORM OF SUB-RESELLER AGREEMENT,"salesforce.com, inc. (""SFDC"", ""Salesforce""); Salesforce.org (""Reseller"")",[]/[]/[],,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor_Agreement,"ADDENDUM TO 

ZEBRA?? PARTNERCONNECT DISTRIBUTOR AGREEMENT","Zebra Technologies International, LLC (""Zebra""), Zebra Technologies do Brasil - Com??rcio de Produtos de Inform??tica Ltda.(""Zebra Brazil""), Xplore Technologies Corporation of America (""Xplore""), (Zebra, Zebra Brazil and Explore collectively as ""Zebra""); ScanSource, Inc. (""ScanSource""), ScanSource Latin America, Inc. (""ScanSource Latin America""), ScanSource Brazil Distribuidora de Technologias, Ltda. ""ScanSource Brazil""), SCANSOURCE DE MEXICO S. DE R.L. DE C.V. (""ScanSource Mexico"") ,(""ScanSource"", ""ScanSource Latin America"" , ""ScanSource Brazil"" and ScanSource Mexico collectively ""Distributor"")(""Zebra"" and the ""Distributor"" are referred to collectively as 'Parties"" and individually as a ""Party"")",19/4/02,19/4/02,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor_Agreement1,NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT,"ScanSource, Inc. (""Distributor""); Cisco Systems, Inc. (""Cisco"")",1/22/07,1/22/07,1/22/09,1 year,,New York,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor_Agreement2,Software License Agreement [v.08.05.03],"Customer; Cisco Systems, Inc. or its subsidiaries licensing the Software instead of Cisco Systems (""Cisco""); Customer",,,perpetual,,,California,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor_Agreement,AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT,"Cisco Systems, Inc. (""Cisco""); ScanSource, Inc. (""Distributor"")",10/4/08,,1/20/12,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion_Agreement,PROMOTION AGREEMENT,"SIGA TECHNOLOGIES, INC. (""SIGA""); MERIDIAN MEDICAL TECHNOLOGIES, INC. (""MMT"")(""Party"" and collectively as the ""Parties"")",5/31/19,5/31/19,5/31/24,successive 3 years,90 days,New York,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
"SightLife_Surgical,_Inc._-_STRATEGIC_SALES___MARKETING_AGREEMENT",STRATEGIC SALES & MARKETING AGREEMENT,"SightLife Surgical, Inc. (???Surgical???); Imprimis Pharmaceuticals, Inc. (???Imprimis???)",4/28/17,4/28/17,4/28/20,,,California,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise_Agreement,MASTER FRANCHISE AGREEMENT,"Smaaash Entertainment Private Limited (""Franchisor""); I-AM Capital Acquisition Company (""Franchise"")",11/20/18,11/20/18,perpetual,,,New York,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
SmartRxSystemsInc_20180914_1-A_EX1A-6_MAT_CTRCT_11351705_EX1A-6_MAT_CTRCT_Distributor_Agreement,EXCLUSIVE DISTRIBUTOR AGREEMENT,"SMART RX SYSTEMS, INC. (""Company""); A3 DEVELOPMENT GROUP, LLC (""Distributor"")",5/17/17,,5/17/22,successive 1 year,180 days,Texas,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
"Sonos,_Inc._-_Manufacturing_Agreement",Manufacturing Agreement,"Sonos, Inc. (""Sonos""); Inventec Appliances Corporation (""IAC"")",14/4/09,14/4/09,17/4/09,successive 1 year,6 months,California,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise_Agreement1,MASTER FRANCHISE AGREEMENT,"Kiosk Concepts Inc. (""we"", ""us"", ""our""); The Grilled Cheese Truck, Inc. (""you"", ""your"", ""Master Franchisee"")",[]/[]/2015,[]/[]/2015,[]/[]/2025,four successive 10 years,,New York,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise_Agreement2,GUARANTEES OF MASTER FRANCHISE AGREEMENT,"Kiosk Concepts, Inc. (""Franchisor""); (""Master Franchisee""); (""Guarantors"")",,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise_Agreement3,Attachment C to Master Franchise Agreement   MULTI-STATE ADDENDUM   CALIFORNIA APPENDIX,,,,,,,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise_Agreement4,ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK,"KIOSK CONCEPTS, INC.; THE GRILLED CHEESE TRUCK, INC.",[]/[]/2015,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate_Agreement,Affiliate Program / Premium Affiliate Management General Terms and Conditions,"Web site owners (hereafter, ""Affiliates""); Software Publishers; element 5 GmbH and its subsidiaries (together hereafter, ""element 5"") and who wish to make use of the additional service provided by element 5 (hereafter, ""AffiliateManagement"")",,,perpetual,,,Germany,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor_Agreement,DISTRIBUTORSHIP AGREEMENT,"STARAR SURGICAL AG (""STAAR""); Distributor (""Distributor"")",,,,successive 1 year,,California,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding_Agreement,MANIFEST SYSTEM SERVICES AND CO-BRANDING AGREEMENT,"iShip.com, Inc. (""Company""); Mail Boxes Etc. USA, Inc. (""MBE"")",4/27/99,4/27/99,4/27/04,successive 2 years,,California,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate_Agreement,MARKETING AFFILIATE AGREEMENT,"Equidata, Inc. (???Equidata???); National Credit Report.com, LLC (???Marketing Affiliate???)",8/1/10,8/1/10,9/1/10,Successive 1 year,,Virginia,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8L-SERVICE_AGREEMENT,SERVICE AGREEMENT,"The Victory Portfolios (""Trust""); Hartford Life Insurance Co., Inc. (""Administrator"")",9/28/04,,perpetual,,,Ohio,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,PRAIRIE ECI ACQUIROR LP; PRAIRIE NON-ECI ACQUIROR LP; PRAIRIE VCOC ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR E LP; BIP HOLDINGS MANAGER L.L.C.; BLACKSTONE INFRASTRUCTURE ASSOCIATES L.P.; BIA GP L.P.; BIA GP L.L.C.; BLACKSTONE HOLDINGS III L.P.,2/19/20,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT_AGREEMENT,Endorsement Agreement,"Teardrop Putter Corporation (""TPC""); Consolidated Artists  Inc. (""Consolidated Artists"")",1/1/96,1/1/96,12/31/98,,,Virginia,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION_AND_MAINTENANCE_AGREEMENT,ASIA PACIFIC CABLE NETWORK 2 CONSTRUCTION & MAINTENANCE AGREEMENT,"Advantage Telecommunications Ltd.; Cable & Wireless Global Network Limited; Cable & Wireless HKT international Limited; China Telecom; China United Telecommunications Corporation; Chunghwa Telecom Co., Ltd.,; Concert Global Network Services, Ltd.; Global One Communications Network, Inc.; Japan Telecom Co., Ltd.; KDD Corporation; Korea Telecom; KPN Telecom B.V.; Layer 2 Communications Group Ltd.; MCI International Telecommunications. Inc.; Metromedia Fiber Network Services, Inc.; New Century InfoComm Ltd., Preparatory Office; NTT Communications Corporation; Onelink Cable Network Limited; Philippine Long Distance Telephone Company; Singapore Telecommunications Limited; StarHub Pte Ltd; Taiwan Fixed Network Co., Ltd. Preparatory Office; Teleglobe USA Inc.; Telekom Malaysia Berhad (128740-P); Telstra Global Networks Limited; Williams Communications, Inc.,; APT Satellite Telecommunications Limited; Bayan Telecommunications, Inc.; China Netcom Corporation Ltd.; The Communications Authority of Thailand; CTI International Limited; Dacom Corporation; edge2net Inc.; Eastern Telecommunications Philippines, Incorporated; Global Access Ltd.; Globe Telecom, Inc.; GNG Networks. Inc.; GTE Intelligent Network Service Incorporated; PT Indosat (Persero) Tbk; Maxis International Sdn. Bhd; New World Telephone Limited; NTT Com Asia Ltd.;Onse Telecom Corporation; Telia AB (publ); TT dotCom Sdn Bhd; (hereinafter collectively called ???Parties??? and individually called ???Party???)",4/18/00,4/18/00,4/18/25,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
TELKOMSALTD_01_30_2003-EX-10-LICENCE_AND_MAINTENANCE_AGREEMENT,LICENCE AND MAINTENANCE AGREEMENT,"SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED (""SAP AFRICA""); TELKOM SOUTH AFRICA LIMITED (""TELKOM"")",3/31/01,,perpetual,,,Republic of South Africa,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE_AGREEMENT",SERVICE AGREEMENT,"Theravance Biopharma UK Limited (""Employer""); Brett Haumann (""Executive"")",20/1/04,20/1/04,perpetual,,,England,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
