Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding_Agreement,MANIFEST SYSTEM SERVICES AND CO - BRANDING AGREEMENT,27,27,27,27,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding_Agreement,CO - BRANDING AGREEMENT,16th,16th,16th,16th,"CO - BRANDING AGREEMENT This agreement ( "" Agreement "" ) is entered into as of the 16th","CO - BRANDING AGREEMENT This agreement ( "" Agreement "" ) is entered into as of the 16th",16th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content_License_Agreement,CONTENT LICENSE AGREEMENT,31,31,31,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS_AND_MAINTENANCE_AGREEMENT,OPERATIONS AND MAINTENANCE AGREEMENT,6,3.1,3.1,6,"OPERATIONS AND MAINTENANCE AGREEMENT Between PiÃ ± on Gathering Company , LLC And SandRidge Midstream , Inc. . TABLE OF CONTENTS i PAGE ARTICLE I DEFINITIONS 1 ARTICLE II ENGAGEMENT OF OPERATOR 6 2.1 Engagement 6 2.2 Independent Contractor 6 2.3 Owner Cooperation 6","OPERATIONS AND MAINTENANCE AGREEMENT Between PiÃ ± on Gathering Company , LLC And SandRidge Midstream , Inc. . TABLE OF CONTENTS i PAGE ARTICLE I DEFINITIONS 1 ARTICLE II ENGAGEMENT OF OPERATOR 6 2.1 Engagement 6 2.2 Independent Contractor 6 2.3 Owner Cooperation 6",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION_AGREEMENT,PROMOTION AGREEMENT,30,30,30,30,"PROMOTION AGREEMENT ( the "" Agreement "" ) This agreement ( the "" Agreement "" ) is made between Charity Tunes Inc. , a British Columbia corporation with registered office located at Suite 1800 , 925 West Georgia Street , Vancouver , British Columbia , Canada V6C 3L2 ( "" Charity Tunes "" ) and ConAgra Foods Canada Inc. ( "" Sponsor "" ) a Canada corporation , 5935 Airport Rd , Suite 405 , Mississauga , Ontario , Canada L4V 1W5 . WHEREAS as a new initiative , Charity Tunes and Sponsor will enter into a promotional partnership , whereby Sponsor will offer Charity Tunes music downloads on Sponsor's Pogo products consistent with the terms and conditions of this Agreement ( the "" Promotion "" ) . NOW THEREFORE in consideration of the mutual covenants made herein , and for other good and valuable consideration , the receipt and sufficiency of which are hereby acknowledged by each Charity Tunes and Sponsor , the parties agree as follows A consumer who purchases a specially Designated Sponsor Product ( as defined below ) will receive exactly one ( 1 ) unique pin code ( a "" Pin Code "" ) in - pack . Such a consumer wil l be entitled to visit a custom interactive landing page at the CharityTunes.com website to enter the unique code and consumer's valid email address to receive downloads up to a maximum of either three ( 3 ) , five ( 5 ) , or seven ( 7 ) free MP3 song downloads having a retail value of $ 1.29 per song or less . Charity Tunes shall make its music catalogue available to the purchasers in MP3 file format to the fullest extent that such format is available to Charity Tunes pursuant to any agreements in effect between Charity Tunes and its wholesalers on the date of this Agreement . Accordingly , Charity Tunes shall use its best efforts to update its music catalogue with available MP3 files by 2009 06 30","PROMOTION AGREEMENT ( the "" Agreement "" ) This agreement ( the "" Agreement "" ) is made between Charity Tunes Inc. , a British Columbia corporation with registered office located at Suite 1800 , 925 West Georgia Street , Vancouver , British Columbia , Canada V6C 3L2 ( "" Charity Tunes "" ) and ConAgra Foods Canada Inc. ( "" Sponsor "" ) a Canada corporation , 5935 Airport Rd , Suite 405 , Mississauga , Ontario , Canada L4V 1W5 . WHEREAS as a new initiative , Charity Tunes and Sponsor will enter into a promotional partnership , whereby Sponsor will offer Charity Tunes music downloads on Sponsor's Pogo products consistent with the terms and conditions of this Agreement ( the "" Promotion "" ) . NOW THEREFORE in consideration of the mutual covenants made herein , and for other good and valuable consideration , the receipt and sufficiency of which are hereby acknowledged by each Charity Tunes and Sponsor , the parties agree as follows A consumer who purchases a specially Designated Sponsor Product ( as defined below ) will receive exactly one ( 1 ) unique pin code ( a "" Pin Code "" ) in - pack . Such a consumer wil l be entitled to visit a custom interactive landing page at the CharityTunes.com website to enter the unique code and consumer's valid email address to receive downloads up to a maximum of either three ( 3 ) , five ( 5 ) , or seven ( 7 ) free MP3 song downloads having a retail value of $ 1.29 per song or less . Charity Tunes shall make its music catalogue available to the purchasers in MP3 file format to the fullest extent that such format is available to Charity Tunes pursuant to any agreements in effect between Charity Tunes and its wholesalers on the date of this Agreement . Accordingly , Charity Tunes shall use its best efforts to update its music catalogue with available MP3 files by 2009 06 30",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content_License_Agreement1,WIRELESS CONTENT LICENSE AGREEMENT,16,16,16,16,"WIRELESS CONTENT LICENSE AGREEMENT This License Agreement ( this "" Agreement "" ) is entered into effective as of 2004 12","WIRELESS CONTENT LICENSE AGREEMENT This License Agreement ( this "" Agreement "" ) is entered into effective as of 2004 12",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development_Agreement,OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT,1s,1s,1s,1s,"OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT This Outsource Technology Development Agreement ( this "" Agreement "" ) is entered into and effective as of this 1s","OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT This Outsource Technology Development Agreement ( this "" Agreement "" ) is entered into and effective as of this 1s",1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic_Alliance_Agreement,Strategic Alliance Agreement,15,15,15,15,Strategic Alliance Agreement THIS AGREEMENT is made this 15,Strategic Alliance Agreement THIS AGREEMENT is made this 15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY_AGREEMENT,AGENCY AGREEMENT,1,2006,1,1,EL BANCO FINANCIAL CORPORATION AGENCY AGREEMENT,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License_Agreement,SPONSORED RESEARCH AND LICENSE AGREEMENT,28,28,28,28,"SPONSORED RESEARCH AND LICENSE AGREEMENT This Sponsored Research and License Agreement ( this "" Agreement "" ) is entered into on 2018 11 28","SPONSORED RESEARCH AND LICENSE AGREEMENT This Sponsored Research and License Agreement ( this "" Agreement "" ) is entered into on 2018 11 28",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development_Agreement,License and Development Agreement,2,2,2,2,"License and Development Agreement "" Agreement "" between NLS - tp@cklORGANIZATIONtp@ckl 1 Pharma AG Alter Postplatz 2 6370 Stans Switzerland "" Licensor "" / "" NLS "" and Eurofarma LaboratÃ ³ rios S.A . Avenida Vereador JosÃ © Diniz 3465 04603 - 003 SÃ £ o Paulo Brazil "" Licensee "" / "" Eurofarma "" ( Licensor and Licensee each a ÊºPartyÊº collectively the ÊºPartiesÊº ) regarding NolazolÂ ® ( Mazindol CR ) in ADHD - Latin America Source : NLS PHARMACEUTICS LTD. , F - 1 , 2/28/2020 License and Development Agreement Table of Content WHEREAS 1 1","License and Development Agreement "" Agreement "" between NLS - tp@cklORGANIZATIONtp@ckl 1 Pharma AG Alter Postplatz 2 6370 Stans Switzerland "" Licensor "" / "" NLS "" and Eurofarma LaboratÃ ³ rios S.A . Avenida Vereador JosÃ © Diniz 3465 04603 - 003 SÃ £ o Paulo Brazil "" Licensee "" / "" Eurofarma "" ( Licensor and Licensee each a ÊºPartyÊº collectively the ÊºPartiesÊº ) regarding NolazolÂ ® ( Mazindol CR ) in ADHD - Latin America Source : NLS PHARMACEUTICS LTD. , F - 1 , 2/28/2020 License and Development Agreement Table of Content WHEREAS 1 1 . Definitions 1 2","License and Development Agreement "" Agreement "" between NLS - tp@cklORGANIZATIONtp@ckl 1 Pharma AG Alter Postplatz 2 6370 Stans Switzerland "" Licensor "" / "" NLS "" and Eurofarma LaboratÃ ³ rios S.A . Avenida Vereador JosÃ © Diniz 3465 04603 - 003 SÃ £ o Paulo Brazil "" Licensee "" / "" Eurofarma "" ( Licensor and Licensee each a ÊºPartyÊº collectively the ÊºPartiesÊº ) regarding NolazolÂ ® ( Mazindol CR ) in ADHD - Latin America Source : NLS PHARMACEUTICS LTD. , F - 1 , 2/28/2020 License and Development Agreement Table of Content WHEREAS 1 1 . Definitions 1 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,1st,1st,1st,1st,"ENDORSEMENT AGREEMENT This Endorsement Agreement is made and entered into this first ( 1st ) day of 1996 01 01 , by and between Teardrop Putter Corporation having its principal office at 207 WatersEdge , Shelter Cove , Hilton Head Island , South Carolina 29928 ( hereinafter referred to as "" TPC "" ) , and Consolidated Artists Inc. , Sommerville House , Phillips Street , St. Helier , Jersey JE1 1DE , Channel Islands , British Isles ( hereinafter referred to as "" Consolidated Artists "" ) . WITNESSETH : WHEREAS , Brett Ogle ( hereinafter referred to as "" Ogle "" ) is recognized and widely known throughout the world as an expert golfer ; and WHEREAS , Ogle's name , by virtue of his ability and extensive experience , has acquired a secondary meaning in the mind of the purchasing public important to the advertisement , promotion and sale of golf putters ; and WHEREAS , TPC is engaged in the manufacture , distribution and sale of golf putters , and is desirous of acquiring the exclusive right to utilize Ogle's name in connection with the advertisement , promotion and sale of the Teardrop Putter ; and WHEREAS , Consolidated Artists holds all rights to and in Ogle's name and endorsement for purposes of this Agreement ; and WHEREAS , Consolidated Artists being exclusively entitled to such rights within the Contract Territory ( as hereinafter defined ) - 2 - has agreed to authorize such use upon the terms and conditions hereinafter contained ; NOW , THEREFORE , for and in consideration of the premises and mutual covenants herein set forth and for other good and valuable consideration , it is agreed as follows : 1 . DEFINITIONS : As used herein , the terms set forth below shall be defined as follows : ( a ) "" Ogle Endorsement "" shall mean the name , likeness , photograph , and endorsement of Ogle . ( b ) "" Endorsed Product "" shall mean a putter manufactured , distributed , promoted , advertised and sold by TPC bearing the "" Teardrop Putter "" name and / or logo . ( c ) "" Contract Territory "" shall mean the entire world . ( d ) "" Contract Period "" shall mean that period of time commencing 1996 01 01 , and concluding 1998 12","ENDORSEMENT AGREEMENT This Endorsement Agreement is made and entered into this first ( 1st ) day of 1996 01 01 , by and between Teardrop Putter Corporation having its principal office at 207 WatersEdge , Shelter Cove , Hilton Head Island , South Carolina 29928 ( hereinafter referred to as "" TPC "" ) , and Consolidated Artists Inc. , Sommerville House , Phillips Street , St. Helier , Jersey JE1 1DE , Channel Islands , British Isles ( hereinafter referred to as "" Consolidated Artists "" ) . WITNESSETH : WHEREAS , Brett Ogle ( hereinafter referred to as "" Ogle "" ) is recognized and widely known throughout the world as an expert golfer ; and WHEREAS , Ogle's name , by virtue of his ability and extensive experience , has acquired a secondary meaning in the mind of the purchasing public important to the advertisement , promotion and sale of golf putters ; and WHEREAS , TPC is engaged in the manufacture , distribution and sale of golf putters , and is desirous of acquiring the exclusive right to utilize Ogle's name in connection with the advertisement , promotion and sale of the Teardrop Putter ; and WHEREAS , Consolidated Artists holds all rights to and in Ogle's name and endorsement for purposes of this Agreement ; and WHEREAS , Consolidated Artists being exclusively entitled to such rights within the Contract Territory ( as hereinafter defined ) - 2 - has agreed to authorize such use upon the terms and conditions hereinafter contained ; NOW , THEREFORE , for and in consideration of the premises and mutual covenants herein set forth and for other good and valuable consideration , it is agreed as follows : 1 . DEFINITIONS : As used herein , the terms set forth below shall be defined as follows : ( a ) "" Ogle Endorsement "" shall mean the name , likeness , photograph , and endorsement of Ogle . ( b ) "" Endorsed Product "" shall mean a putter manufactured , distributed , promoted , advertised and sold by TPC bearing the "" Teardrop Putter "" name and / or logo . ( c ) "" Contract Territory "" shall mean the entire world . ( d ) "" Contract Period "" shall mean that period of time commencing 1996 01 01 , and concluding 1998 12",1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,22,22,22,22,"STRATEGIC ALLIANCE AGREEMENT THIS STRATEGIC ALLIANCE AGREEMENT ( "" Agreement "" ) , entered into as of October 22","STRATEGIC ALLIANCE AGREEMENT THIS STRATEGIC ALLIANCE AGREEMENT ( "" Agreement "" ) , entered into as of October 22 , 2010 ( the "" Effective Date "" ) by and between PPD Development , LP , a Texas limited partnership , with its principal executive offices located at 929 North Front Street , Wilmington , North Carolina 28401 ( "" PPD "" ) and VirtualScopics , Inc. , with an address of 500 Linden Oaks , Second Floor , Rochester , New York 14625 ( "" VS "" ) . WHEREAS , PPD is a clinical research organization engaged in the business of managing clinical research programs and providing services regarding the development of pharmaceuticals , chemicals , biotechnology and other products through clinical testing ; WHEREAS , VS is in the business of providing imaging services to the medical , pharmaceutical and related industries ; WHEREAS , PPD and VS desire to enter into a mutually beneficial relationship with a mission to deliver a comprehensive set of clinical and medical imaging services that will enable biopharmaceutical companies to make faster , more confident decisions on the development of their compounds , creating time and cost efficiencies ; and WHEREAS , the parties desire to develop , market , sell , and deliver those joint service offerings pursuant to the terms and conditions set forth herein . NOW , THEREFORE , in consideration of the promises and mutual covenants contained herein and other good and valuable consideration , the receipt and sufficiency of which are hereby acknowledged , the parties agree as follows : 1",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing_Agreement1,MANUFACTURING AGREEMENT,31,31,31,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEFLYINC_03_27_2002-EX-10.27-e-business_Hosting_Agreement,"Hosting Agreement between Bluefly , Inc. . and International Business Machines Corporation 1 e-business Hosting Agreement",1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller_Agreement,Reseller Agreement,1s,1s,1s,1s,1s,"Reseller Agreement This Agreement is made and entered into by and between 695014 B.C. Ltd. dba Galaxy Telecom , having a principal office at 200 - 375 Water Street , Vancouver , British Columbia V6B 5C6 Canada ( "" Galaxy "" ) and Galaxy Telnet SRL , having a principal office at Aleea Malinului , Nr . 11 , Bl . D , Scara C , Apt . 43 , Constanta , Judetul Constanta , Romania ( "" Telnet "" ) as of the 1s",1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING_AGREEMENT,OUTSOURCING AGREEMENT,"10.14 OUTSOURCING AGREEMENT BETWEEN INTERNATIONAL BUSINESS MACHINES CORPORATION AND MANUFACTURERS ' SERVICES WESTERN U.S. OPERATIONS , INC . . EFFECTIVE DATE 1998 06 01 - - - - - - - - - - - - - - - - - - - - [ * ] = Information redacted pursuant to a confidential treatment request . An unredacted version of this exhibit has been filed separately with the Commission . IBM Confidential OUTSOURCING BASE AGREEMENT This Outsourcing Base Agreement and the five ( 5 ) attachments listed below which are hereby incorporated by reference ( "" Agreement "" ) is entered into by and between International Business Machines Corporation , a corporation incorporated under the laws of New York , U.S.A. , having an office for the transaction of business at 8501 IBM Drive , Charlotte , North Carolina 28262 ( "" IBM "" ) , and Manufacturers ' Services Western US Operations , Inc. , a corporation incorporated under the laws of California , U.S.A. , having an office for the transaction of business at 5600 Mowry School Road , Newark , CA 94560 ( "" MSL "" ) . WHEREAS , IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte , North Carolina , and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products , NOW THEREFORE , in consideration of the promises contained herein , IBM and MSL ( each a "" Party "" and together the "" Parties "" ) agree to the following terms and conditions : The Parties agree that this Agreement regarding this transaction consists of : a ) the Outsourcing Base Agreement b ) Attachment 1","01 - - - - - - - - - - - - - - - - - - - - [ * ] = Information redacted pursuant to a confidential treatment request . An unredacted version of this exhibit has been filed separately with the Commission . IBM Confidential OUTSOURCING BASE AGREEMENT This Outsourcing Base Agreement and the five ( 5 ) attachments listed below which are hereby incorporated by reference ( "" Agreement "" ) is entered into by and between International Business Machines Corporation , a corporation incorporated under the laws of New York , U.S.A. , having an office for the transaction of business at 8501 IBM Drive , Charlotte , North Carolina 28262 ( "" IBM "" ) , and Manufacturers ' Services Western US Operations , Inc. , a corporation incorporated under the laws of California , U.S.A. , having an office for the transaction of business at 5600 Mowry School Road , Newark , CA 94560 ( "" MSL "" ) . WHEREAS , IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte , North Carolina , and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products , NOW THEREFORE , in consideration of the promises contained herein , IBM and MSL ( each a "" Party "" and together the "" Parties "" ) agree to the following terms and conditions : The Parties agree that this Agreement regarding this transaction consists of : a ) the Outsourcing Base Agreement b ) Attachment 1",1,"01 - - - - - - - - - - - - - - - - - - - - [ * ] = Information redacted pursuant to a confidential treatment request . An unredacted version of this exhibit has been filed separately with the Commission . IBM Confidential OUTSOURCING BASE AGREEMENT This Outsourcing Base Agreement and the five ( 5 ) attachments listed below which are hereby incorporated by reference ( "" Agreement "" ) is entered into by and between International Business Machines Corporation , a corporation incorporated under the laws of New York , U.S.A. , having an office for the transaction of business at 8501 IBM Drive , Charlotte , North Carolina 28262 ( "" IBM "" ) , and Manufacturers ' Services Western US Operations , Inc. , a corporation incorporated under the laws of California , U.S.A. , having an office for the transaction of business at 5600 Mowry School Road , Newark , CA 94560 ( "" MSL "" ) . WHEREAS , IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte , North Carolina , and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products , NOW THEREFORE , in consideration of the promises contained herein , IBM and MSL ( each a "" Party "" and together the "" Parties "" ) agree to the following terms and conditions : The Parties agree that this Agreement regarding this transaction consists of : a ) the Outsourcing Base Agreement b ) Attachment 1","Outsourcing Base Agreement and the five ( 5 ) attachments listed below which are hereby incorporated by reference ( "" Agreement "" ) is entered into by and between International Business Machines Corporation , a corporation incorporated under the laws of New York , U.S.A. , having an office for the transaction of business at 8501 IBM Drive , Charlotte , North Carolina 28262 ( "" IBM "" ) , and Manufacturers ' Services Western US Operations , Inc. , a corporation incorporated under the laws of California , U.S.A. , having an office for the transaction of business at 5600 Mowry School Road , Newark , CA 94560 ( "" MSL "" ) . WHEREAS , IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte , North Carolina , and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products , NOW THEREFORE , in consideration of the promises contained herein , IBM and MSL ( each a "" Party "" and together the "" Parties "" ) agree to the following terms and conditions : The Parties agree that this Agreement regarding this transaction consists of : a ) the Outsourcing Base Agreement b ) Attachment 1","OUTSOURCING AGREEMENT BETWEEN INTERNATIONAL BUSINESS MACHINES CORPORATION AND MANUFACTURERS ' SERVICES WESTERN U.S. OPERATIONS , INC . . EFFECTIVE DATE 1998 06 01","Outsourcing Base Agreement and the five ( 5 ) attachments listed below which are hereby incorporated by reference ( "" Agreement "" ) is entered into by and between International Business Machines Corporation , a corporation incorporated under the laws of New York , U.S.A. , having an office for the transaction of business at 8501 IBM Drive , Charlotte , North Carolina 28262 ( "" IBM "" ) , and Manufacturers ' Services Western US Operations , Inc. , a corporation incorporated under the laws of California , U.S.A. , having an office for the transaction of business at 5600 Mowry School Road , Newark , CA 94560 ( "" MSL "" ) . WHEREAS , IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte , North Carolina , and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM , and WHEREAS , MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products , NOW THEREFORE , in consideration of the promises contained herein , IBM and MSL ( each a "" Party "" and together the "" Parties "" ) agree to the following terms and conditions : The Parties agree that this Agreement regarding this transaction consists of : a ) the Outsourcing Base Agreement b ) Attachment 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development_Agreement,BUSINESS DEVELOPMENT AGREEMENT,2020,2020,2020,2020,"BUSINESS DEVELOPMENT AGREEMENT THIS BUSINESS DEVELOPMENT AGREEMENT ( the "" Agreement "" ) is effective as of , 2020","BUSINESS DEVELOPMENT AGREEMENT THIS BUSINESS DEVELOPMENT AGREEMENT ( the "" Agreement "" ) is effective as of , 2020",2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content_License_Agreement__Marketing_Agreement__Sales-Purchase_Agreement2,SUPPLIER / SUBCONTRACTOR CONTRACT,1,1,1,1,SUPPLIER / SUBCONTRACTOR CONTRACT 1,SUPPLIER / SUBCONTRACTOR CONTRACT 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation_Agreement,Road Transportation Agreement,12,12,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor_Agreement,AMENDMENT NO . 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT,"3 ( "" Amendment No . 3 "" ) to the Nonexclusive Value Added Distributor Agreement , as amended ( "" Agreement ' ' ' ' ) , by and between Cisco Systems , Inc. ( "" Cisco "" ) , a California corporation having Its principal place of business at 170 West Tasman Drive , San Jose , CA , 95134 , and ScanSource , Inc . ( "" Distributor "" ) , a South Carolina corporation with a place of business at 6 Logue Court , Greenville , South Carolina , 29615 , is effective as of the date last signed below ( "" Amendment Effective Date "" ) . All capitalized terms contained herein shall have the same meaning as the terms defined in the Agreement unless specifically modified in this Amendment . WHEREAS , Cisco and Distributor have previously entered into the Agreement dated 2007 01 22 , and WHEREAS , Cisco and Distributor wish to renew and update certain terms and conditions in the Agreement regarding payment ; and , NOW WHEREFORE , the parties agree to further amend the Agreement as follows : 1",20,20,20,"3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT This Amendment No . 3 ( "" Amendment No . 3 "" ) to the Nonexclusive Value Added Distributor Agreement , as amended ( "" Agreement ' ' ' ' ) , by and between Cisco Systems , Inc. ( "" Cisco "" ) , a California corporation having Its principal place of business at 170 West Tasman Drive , San Jose , CA , 95134 , and ScanSource , Inc . ( "" Distributor "" ) , a South Carolina corporation with a place of business at 6 Logue Court , Greenville , South Carolina , 29615 , is effective as of the date last signed below ( "" Amendment Effective Date "" ) . All capitalized terms contained herein shall have the same meaning as the terms defined in the Agreement unless specifically modified in this Amendment . WHEREAS , Cisco and Distributor have previously entered into the Agreement dated 2007 01 22 , and WHEREAS , Cisco and Distributor wish to renew and update certain terms and conditions in the Agreement regarding payment ; and , NOW WHEREFORE , the parties agree to further amend the Agreement as follows : 1","AMENDMENT NO . 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT This Amendment No . 3 ( "" Amendment No . 3 "" ) to the Nonexclusive Value Added Distributor Agreement , as amended ( "" Agreement ' ' ' ' ) , by and between Cisco Systems , Inc. ( "" Cisco "" ) , a California corporation having Its principal place of business at 170 West Tasman Drive , San Jose , CA , 95134 , and ScanSource , Inc . ( "" Distributor "" ) , a South Carolina corporation with a place of business at 6 Logue Court , Greenville , South Carolina , 29615 , is effective as of the date last signed below ( "" Amendment Effective Date "" ) . All capitalized terms contained herein shall have the same meaning as the terms defined in the Agreement unless specifically modified in this Amendment . WHEREAS , Cisco and Distributor have previously entered into the Agreement dated 2007 01 22 , and WHEREAS , Cisco and Distributor wish to renew and update certain terms and conditions in the Agreement regarding payment ; and , NOW WHEREFORE , the parties agree to further amend the Agreement as follows : 1 . The Term of the Agreement is hereby extended to 2012 01 20",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOKSMARTLTD_07_20_2012-EX-99.DI-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,1,1,1,1,SPONSORSHIP AGREEMENT,SPONSORSHIP AGREEMENT,SPONSORSHIP AGREEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding_Agreement__Agency_Agreement,CO - BRANDING AND ADVERTISING AGREEMENT,21,21,21,21,"CO - BRANDING AND ADVERTISING AGREEMENT THIS CO - BRANDING AND ADVERTISING AGREEMENT ( the "" Agreement "" ) is made as of 1999 06 21","CO - BRANDING AND ADVERTISING AGREEMENT THIS CO - BRANDING AND ADVERTISING AGREEMENT ( the "" Agreement "" ) is made as of 1999 06 21",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
